0,05;-0,63;-0,69
-0,34;-0,42;-0,58
0,16;-0,6;-0,73
0,2;-0,27;-0,13
-0,07;0,05;0,25
-0,11;-0,35;-0,37
-0,05;-0,2;-0,15
-0,05;-0,37;-0,04
0,41;-0,42;-0,56
-0,14;-0,1;-0,12
0,25;-0,5;-0,29
-0,23;0,05;-0,04
0,23;-0,23;-0,27
-0,2;0,13;0,21
0,05;-0,03;-0,23
-0,11;0,05;0,27
0,05;-0,17;-0,12
-0,16;-0,13;-0,48
0,86;-0,55;0,1
-0,23;-0,18;-0,19
0,18;-0,25;-0,4
0,16;-0,23;-0,25
0;-0,53;-0,73
