-0,13;-0,65;-0,69
-0,22;0;-0,4
0,22;-0,6;-0,52
0,28;-0,47;-0,67
0,04;-0,05;-0,21
-0,02;0;0,35
-0,11;-0,33;-0,29
0,1;-0,06;-0,12
-0,22;-0,4;0
0,17;-0,42;-0,56
0,2;-0,25;-0,28
-0,24;-0,7;-0,33
-0,11;-0,07;0,02
0,11;-0,1;-0,14
-0,2;-0,03;0,06
0,07;-0,13;-0,23
0,03;-0,16;-0,02
0,02;-0,13;-0,14
-0,07;-0,05;-0,56
0,72;-0,45;0,02
0,15;-0,3;-0,19
0,04;-0,38;-0,44
0,17;-0,14;-0,24
0,11;-0,4;-0,79
